waypoint1	waypoint2	distance_m	duration_s
Maine State House, Augusta, ME 04330	Oklahoma State Capitol, Oklahoma City, OK 73105	2959307	26.874444444444446
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	Utah State Capitol, Salt Lake City, UT 84103	1420727	12.774444444444445
Indiana State Capitol, Indianapolis, IN 46204	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	2624064	23.901944444444446
Illinois State Capitol, Springfield, IL 62756	500 E Capitol Ave, Pierre, SD 57501	1322600	11.902777777777779
300 SW 10th Ave, Topeka, KS 66612	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	1992901	18.201944444444443
Michigan State Capitol, Lansing, MI 48933	2 E Main St, Madison, WI 53703	597506	5.591111111111111
Minnesota State Capitol, St Paul, MN 55155	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	1708022	15.726944444444445
400-498 N West St, Jackson, MS 39201	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1270368	11.52361111111111
L St & 10th St, Sacramento, CA 95814	New Mexico State Capitol, Santa Fe, NM 87501	1836427	16.634166666666665
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	2950421	26.576666666666668
Missouri State Capitol, Jefferson City, MO 65101	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1412471	12.889166666666666
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	299648	3.1172222222222223
300 SW 10th Ave, Topeka, KS 66612	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1697631	15.422222222222222
South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	500 E Capitol Ave, Pierre, SD 57501	2535022	22.758055555555554
402 S Monroe St, Tallahassee, FL 32301	Virginia State Capitol, Richmond, VA 23219	1225602	10.708333333333334
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1711975	15.538055555555555
Maryland State House, 100 State Cir, Annapolis, MD 21401	400-498 N West St, Jackson, MS 39201	1637909	14.934722222222222
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Missouri State Capitol, Jefferson City, MO 65101	711404	6.59
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	561239	5.164444444444444
Georgia State Capitol, Atlanta, GA 30334	West Virginia State Capitol, Charleston, WV 25317	804715	7.476944444444444
Louisiana State Capitol, Baton Rouge, LA 70802	New Mexico State Capitol, Santa Fe, NM 87501	1713974	15.636388888888888
Minnesota State Capitol, St Paul, MN 55155	State House, 107 North Main Street, Concord, NH 03303	2197183	21.084444444444443
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1326907	12.3975
300 SW 10th Ave, Topeka, KS 66612	2 E Main St, Madison, WI 53703	885264	8.190833333333334
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Rhode Island State House, 82 Smith Street, Providence, RI 02903	2069524	19.095277777777778
Maine State House, Augusta, ME 04330	State House, 107 North Main Street, Concord, NH 03303	276259	2.623611111111111
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	300 SW 10th Ave, Topeka, KS 66612	412567	3.7730555555555556
Illinois State Capitol, Springfield, IL 62756	New Jersey State House, Trenton, NJ 08608	1409179	13.11138888888889
Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	Utah State Capitol, Salt Lake City, UT 84103	2078970	20.267222222222223
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Utah State Capitol, Salt Lake City, UT 84103	3078983	27.696666666666665
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	3618995	32.575
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	2 E Main St, Madison, WI 53703	1450674	12.872222222222222
Louisiana State Capitol, Baton Rouge, LA 70802	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	950242	8.470555555555556
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	400-498 N West St, Jackson, MS 39201	998879	9.043611111111112
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Maine State House, Augusta, ME 04330	410528	3.8625
Maine State House, Augusta, ME 04330	Rhode Island State House, 82 Smith Street, Providence, RI 02903	348608	3.3652777777777776
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1987338	18.030555555555555
Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	2 E Main St, Madison, WI 53703	1001345	8.963055555555556
Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	Wyoming State Capitol, Cheyenne, WY 82001	2041131	18.416944444444443
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Virginia State Capitol, Richmond, VA 23219	827652	7.616388888888889
Louisiana State Capitol, Baton Rouge, LA 70802	North Carolina State Capitol, Raleigh, NC 27601	1500710	13.439722222222223
Oklahoma State Capitol, Oklahoma City, OK 73105	Rhode Island State House, 82 Smith Street, Providence, RI 02903	2630826	24.329722222222223
Massachusetts State House, Boston, MA 02108	Virginia State Capitol, Richmond, VA 23219	888608	8.704166666666667
Maryland State House, 100 State Cir, Annapolis, MD 21401	Rhode Island State House, 82 Smith Street, Providence, RI 02903	636172	6.315555555555555
402 S Monroe St, Tallahassee, FL 32301	Oklahoma State Capitol, Oklahoma City, OK 73105	1613562	15.234444444444444
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	2 E Main St, Madison, WI 53703	2729787	25.70916666666667
L St & 10th St, Sacramento, CA 95814	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	861505	8.210833333333333
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Minnesota State Capitol, St Paul, MN 55155	1205997	11.106111111111112
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Maryland State House, 100 State Cir, Annapolis, MD 21401	1672128	15.351666666666667
Louisiana State Capitol, Baton Rouge, LA 70802	Michigan State Capitol, Lansing, MI 48933	1767813	15.742222222222223
700 W Jefferson St, Boise, ID 83720	New Jersey State House, Trenton, NJ 08608	3956849	35.416111111111114
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Rhode Island State House, 82 Smith Street, Providence, RI 02903	1475019	13.7275
402 S Monroe St, Tallahassee, FL 32301	Utah State Capitol, Salt Lake City, UT 84103	3417917	31.342777777777776
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	3317609	29.146944444444443
Minnesota State Capitol, St Paul, MN 55155	Wyoming State Capitol, Cheyenne, WY 82001	1404993	12.471111111111112
South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	Vermont State House, 115 State Street, Montpelier, VT 05633	1641637	15.272222222222222
Georgia State Capitol, Atlanta, GA 30334	New Mexico State Capitol, Santa Fe, NM 87501	2222203	20.036666666666665
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Michigan State Capitol, Lansing, MI 48933	1163752	10.827222222222222
Indiana State Capitol, Indianapolis, IN 46204	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	283280	2.6772222222222224
New Mexico State Capitol, Santa Fe, NM 87501	Vermont State House, 115 State Street, Montpelier, VT 05633	3522278	32.493611111111115
Oklahoma State Capitol, Oklahoma City, OK 73105	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	3141325	28.153333333333332
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	2895779	26.269444444444446
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	New Jersey State House, Trenton, NJ 08608	3802612	34.59861111111111
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	New Jersey State House, Trenton, NJ 08608	188117	1.8747222222222222
Indiana State Capitol, Indianapolis, IN 46204	North Carolina State Capitol, Raleigh, NC 27601	1014212	9.731944444444444
Missouri State Capitol, Jefferson City, MO 65101	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	3273298	29.595555555555556
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	826451	7.4655555555555555
700 W Jefferson St, Boise, ID 83720	Indiana State Capitol, Indianapolis, IN 46204	2949186	26.229166666666668
200 E Colfax Ave, Denver, CO 80203	Missouri State Capitol, Jefferson City, MO 65101	1219182	10.786388888888888
L St & 10th St, Sacramento, CA 95814	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	3675274	32.87861111111111
300 SW 10th Ave, Topeka, KS 66612	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	997131	9.106666666666667
200 E Colfax Ave, Denver, CO 80203	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	1272393	11.210833333333333
State House, 107 North Main Street, Concord, NH 03303	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1227308	11.992222222222223
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	400-498 N West St, Jackson, MS 39201	1325240	12.133333333333333
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1063689	9.881944444444445
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	2 E Main St, Madison, WI 53703	1510851	14.346666666666666
200 E Colfax Ave, Denver, CO 80203	Virginia State Capitol, Richmond, VA 23219	2684952	23.977777777777778
400-498 N West St, Jackson, MS 39201	New Mexico State Capitol, Santa Fe, NM 87501	1678832	15.328055555555556
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	2072368	19.018333333333334
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	891342	8.227777777777778
Louisiana State Capitol, Baton Rouge, LA 70802	500 E Capitol Ave, Pierre, SD 57501	2163883	20.43027777777778
Missouri State Capitol, Jefferson City, MO 65101	Oklahoma State Capitol, Oklahoma City, OK 73105	671161	6.1819444444444445
300 SW 10th Ave, Topeka, KS 66612	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	2138101	19.470833333333335
402 S Monroe St, Tallahassee, FL 32301	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	4649068	42.4975
Michigan State Capitol, Lansing, MI 48933	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	3808788	34.27444444444444
700 W Jefferson St, Boise, ID 83720	Oklahoma State Capitol, Oklahoma City, OK 73105	2381578	20.9625
Missouri State Capitol, Jefferson City, MO 65101	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	3220845	29.23138888888889
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Vermont State House, 115 State Street, Montpelier, VT 05633	2157152	20.068055555555556
Minnesota State Capitol, St Paul, MN 55155	Rhode Island State House, 82 Smith Street, Providence, RI 02903	2209294	20.433888888888887
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Indiana State Capitol, Indianapolis, IN 46204	939579	8.519166666666667
Michigan State Capitol, Lansing, MI 48933	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	409545	4.043333333333333
Massachusetts State House, Boston, MA 02108	West Virginia State Capitol, Charleston, WV 25317	1209763	11.38
Missouri State Capitol, Jefferson City, MO 65101	New Jersey State House, Trenton, NJ 08608	1658410	15.402222222222223
North Carolina State Capitol, Raleigh, NC 27601	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4695729	42.50138888888889
700 W Jefferson St, Boise, ID 83720	2 E Main St, Madison, WI 53703	2666733	23.79361111111111
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Virginia State Capitol, Richmond, VA 23219	1775724	16.274722222222223
New Mexico State Capitol, Santa Fe, NM 87501	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	3311587	29.805555555555557
700 W Jefferson St, Boise, ID 83720	Maine State House, Augusta, ME 04330	4530828	40.665
700 W Jefferson St, Boise, ID 83720	New Mexico State Capitol, Santa Fe, NM 87501	1550056	14.786944444444444
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Maine State House, Augusta, ME 04330	859002	8.254166666666666
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	North Dakota State Capitol, Bismarck, ND 58501	1067013	9.260277777777778
Massachusetts State House, Boston, MA 02108	State House, 107 North Main Street, Concord, NH 03303	122084	1.2683333333333333
200 E Colfax Ave, Denver, CO 80203	Wyoming State Capitol, Cheyenne, WY 82001	163100	1.6005555555555555
Michigan State Capitol, Lansing, MI 48933	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	865309	7.960277777777778
Massachusetts State House, Boston, MA 02108	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1483905	13.944166666666666
New Mexico State Capitol, Santa Fe, NM 87501	West Virginia State Capitol, Charleston, WV 25317	2475742	22.078055555555554
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	New Mexico State Capitol, Santa Fe, NM 87501	3392652	30.780277777777776
Massachusetts State House, Boston, MA 02108	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	2396299	21.946944444444444
Georgia State Capitol, Atlanta, GA 30334	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	3310362	29.805
200 E Colfax Ave, Denver, CO 80203	400-498 N West St, Jackson, MS 39201	1929525	17.800833333333333
Minnesota State Capitol, St Paul, MN 55155	Oklahoma State Capitol, Oklahoma City, OK 73105	1265804	11.178055555555556
Minnesota State Capitol, St Paul, MN 55155	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1404656	12.47888888888889
Nevada State Capitol, Carson City, NV 89701	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	3498150	31.13888888888889
Rhode Island State House, 82 Smith Street, Providence, RI 02903	2 E Main St, Madison, WI 53703	1807993	16.895555555555557
North Dakota State Capitol, Bismarck, ND 58501	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2117504	20.38722222222222
Illinois State Capitol, Springfield, IL 62756	Maine State House, Augusta, ME 04330	2107868	19.36722222222222
New Mexico State Capitol, Santa Fe, NM 87501	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	2564803	22.93166666666667
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	West Virginia State Capitol, Charleston, WV 25317	1187217	10.837222222222222
Maine State House, Augusta, ME 04330	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	876031	8.362777777777778
Minnesota State Capitol, St Paul, MN 55155	Utah State Capitol, Salt Lake City, UT 84103	2018129	18.496111111111112
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	3379043	31.99888888888889
700 W Jefferson St, Boise, ID 83720	Utah State Capitol, Salt Lake City, UT 84103	544207	4.828333333333333
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	New Jersey State House, Trenton, NJ 08608	292803	3.0347222222222223
Nevada State Capitol, Carson City, NV 89701	New Jersey State House, Trenton, NJ 08608	4355435	38.8825
North Carolina State Capitol, Raleigh, NC 27601	Oklahoma State Capitol, Oklahoma City, OK 73105	1956768	17.853055555555557
North Carolina State Capitol, Raleigh, NC 27601	Rhode Island State House, 82 Smith Street, Providence, RI 02903	1107472	10.61138888888889
Rhode Island State House, 82 Smith Street, Providence, RI 02903	500 E Capitol Ave, Pierre, SD 57501	2842367	25.890555555555554
700 W Jefferson St, Boise, ID 83720	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	765315	7.364444444444445
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	1438743	13.418055555555556
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	West Virginia State Capitol, Charleston, WV 25317	722915	6.932777777777778
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Wyoming State Capitol, Cheyenne, WY 82001	2954014	26.755
Indiana State Capitol, Indianapolis, IN 46204	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	3707961	33.49333333333333
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	West Virginia State Capitol, Charleston, WV 25317	1055647	9.713055555555556
Illinois State Capitol, Springfield, IL 62756	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	3352808	30.52611111111111
Louisiana State Capitol, Baton Rouge, LA 70802	New Jersey State House, Trenton, NJ 08608	2125065	19.19333333333333
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Oklahoma State Capitol, Oklahoma City, OK 73105	1551801	14.149722222222222
Georgia State Capitol, Atlanta, GA 30334	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4308684	38.86666666666667
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Wyoming State Capitol, Cheyenne, WY 82001	1112354	9.662222222222223
200 E Colfax Ave, Denver, CO 80203	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	2168898	19.80527777777778
Louisiana State Capitol, Baton Rouge, LA 70802	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	1926794	17.361666666666668
402 S Monroe St, Tallahassee, FL 32301	Maine State House, Augusta, ME 04330	2356857	21.520555555555557
400-498 N West St, Jackson, MS 39201	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	3080815	28.288055555555555
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	400-498 N West St, Jackson, MS 39201	410924	4.3116666666666665
Oklahoma State Capitol, Oklahoma City, OK 73105	2 E Main St, Madison, WI 53703	1345956	12.126388888888888
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Michigan State Capitol, Lansing, MI 48933	1344347	12.05
400-498 N West St, Jackson, MS 39201	North Dakota State Capitol, Bismarck, ND 58501	2327096	21.09027777777778
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	2758173	24.61138888888889
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Maine State House, Augusta, ME 04330	4508978	40.833888888888886
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Indiana State Capitol, Indianapolis, IN 46204	914961	8.330833333333333
200 E Colfax Ave, Denver, CO 80203	Massachusetts State House, Boston, MA 02108	3170892	28.639166666666668
North Dakota State Capitol, Bismarck, ND 58501	Vermont State House, 115 State Street, Montpelier, VT 05633	2874965	26.795
Massachusetts State House, Boston, MA 02108	Rhode Island State House, 82 Smith Street, Providence, RI 02903	80922	0.9569444444444445
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	Virginia State Capitol, Richmond, VA 23219	4686106	42.285555555555554
Georgia State Capitol, Atlanta, GA 30334	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	4256232	38.5025
Indiana State Capitol, Indianapolis, IN 46204	State House, 107 North Main Street, Concord, NH 03303	1494753	14.639166666666666
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	3606514	32.85805555555555
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Wyoming State Capitol, Cheyenne, WY 82001	1475490	13.96
Illinois State Capitol, Springfield, IL 62756	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	623156	5.752777777777778
500 E Capitol Ave, Pierre, SD 57501	2 E Main St, Madison, WI 53703	1044717	9.381388888888889
Minnesota State Capitol, St Paul, MN 55155	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	700086	6.300833333333333
Rhode Island State House, 82 Smith Street, Providence, RI 02903	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4958571	44.74611111111111
Georgia State Capitol, Atlanta, GA 30334	Vermont State House, 115 State Street, Montpelier, VT 05633	1899060	17.810833333333335
Massachusetts State House, Boston, MA 02108	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	627502	6.153611111111111
Maine State House, Augusta, ME 04330	Michigan State Capitol, Lansing, MI 48933	1501673	13.915
300 SW 10th Ave, Topeka, KS 66612	West Virginia State Capitol, Charleston, WV 25317	1312458	11.852777777777778
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1158389	10.587777777777777
Michigan State Capitol, Lansing, MI 48933	North Carolina State Capitol, Raleigh, NC 27601	1188366	11.468333333333334
300 SW 10th Ave, Topeka, KS 66612	State House, 107 North Main Street, Concord, NH 03303	2369020	22.538611111111113
Georgia State Capitol, Atlanta, GA 30334	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	1601210	14.720277777777778
300 SW 10th Ave, Topeka, KS 66612	Louisiana State Capitol, Baton Rouge, LA 70802	1280134	12.777222222222223
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Nevada State Capitol, Carson City, NV 89701	3479126	31.49888888888889
Georgia State Capitol, Atlanta, GA 30334	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	344713	3.0719444444444446
Louisiana State Capitol, Baton Rouge, LA 70802	State House, 107 North Main Street, Concord, NH 03303	2641198	24.147777777777776
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Vermont State House, 115 State Street, Montpelier, VT 05633	1193740	11.68138888888889
402 S Monroe St, Tallahassee, FL 32301	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	790850	7.7125
New Jersey State House, Trenton, NJ 08608	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	785681	7.418333333333333
Massachusetts State House, Boston, MA 02108	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	3916863	35.80138888888889
200 E Colfax Ave, Denver, CO 80203	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	1864193	16.6325
L St & 10th St, Sacramento, CA 95814	Massachusetts State House, Boston, MA 02108	4852761	43.57388888888889
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	500 E Capitol Ave, Pierre, SD 57501	2159926	20.214166666666667
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Maryland State House, 100 State Cir, Annapolis, MD 21401	1692816	15.496944444444445
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Michigan State Capitol, Lansing, MI 48933	1314610	11.880555555555556
Maine State House, Augusta, ME 04330	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	5288124	47.888333333333335
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	North Carolina State Capitol, Raleigh, NC 27601	1000236	9.589444444444444
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	3599401	33.15222222222222
200 E Colfax Ave, Denver, CO 80203	Maryland State House, 100 State Cir, Annapolis, MD 21401	2704297	24.6175
Louisiana State Capitol, Baton Rouge, LA 70802	Oklahoma State Capitol, Oklahoma City, OK 73105	1015864	9.211666666666666
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2611932	23.9675
Michigan State Capitol, Lansing, MI 48933	New Mexico State Capitol, Santa Fe, NM 87501	2352926	21.808333333333334
New Mexico State Capitol, Santa Fe, NM 87501	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	2308293	21.89527777777778
Georgia State Capitol, Atlanta, GA 30334	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	1615880	14.783333333333333
Maine State House, Augusta, ME 04330	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	2025749	18.705277777777777
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4661429	42.1975
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Missouri State Capitol, Jefferson City, MO 65101	427240	4.4225
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	State House, 107 North Main Street, Concord, NH 03303	3879141	36.28
Louisiana State Capitol, Baton Rouge, LA 70802	Utah State Capitol, Salt Lake City, UT 84103	2687549	25.205277777777777
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	Utah State Capitol, Salt Lake City, UT 84103	3544096	32.043055555555554
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1319361	11.98638888888889
700 W Jefferson St, Boise, ID 83720	Maryland State House, 100 State Cir, Annapolis, MD 21401	3864627	34.63861111111111
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Virginia State Capitol, Richmond, VA 23219	1547668	14.019444444444444
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Georgia State Capitol, Atlanta, GA 30334	2974348	26.195833333333333
Missouri State Capitol, Jefferson City, MO 65101	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	705688	6.440555555555555
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	West Virginia State Capitol, Charleston, WV 25317	3161299	28.406388888888888
L St & 10th St, Sacramento, CA 95814	500 E Capitol Ave, Pierre, SD 57501	2363213	21.469722222222224
Minnesota State Capitol, St Paul, MN 55155	New Jersey State House, Trenton, NJ 08608	1904120	17.467777777777776
300 SW 10th Ave, Topeka, KS 66612	New Jersey State House, Trenton, NJ 08608	1943570	17.935555555555556
State House, 107 North Main Street, Concord, NH 03303	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	5020691	46.1925
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	402 S Monroe St, Tallahassee, FL 32301	1549915	14.0425
Indiana State Capitol, Indianapolis, IN 46204	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1001496	9.178055555555556
Illinois State Capitol, Springfield, IL 62756	2 E Main St, Madison, WI 53703	425309	3.9405555555555556
North Carolina State Capitol, Raleigh, NC 27601	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	363112	3.348611111111111
Nevada State Capitol, Carson City, NV 89701	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	4159337	37.14194444444445
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	1772295	16.54138888888889
New Mexico State Capitol, Santa Fe, NM 87501	Wyoming State Capitol, Cheyenne, WY 82001	792157	7.053333333333334
Georgia State Capitol, Atlanta, GA 30334	700 W Jefferson St, Boise, ID 83720	3498032	31.39
Missouri State Capitol, Jefferson City, MO 65101	500 E Capitol Ave, Pierre, SD 57501	1190637	10.608055555555556
Massachusetts State House, Boston, MA 02108	North Carolina State Capitol, Raleigh, NC 27601	1157235	11.136111111111111
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	400-498 N West St, Jackson, MS 39201	1736549	16.05638888888889
Illinois State Capitol, Springfield, IL 62756	North Dakota State Capitol, Bismarck, ND 58501	1530029	13.591944444444444
Nevada State Capitol, Carson City, NV 89701	Vermont State House, 115 State Street, Montpelier, VT 05633	4628271	42.11944444444445
